tag,label,algo,nf,kind,pair_score,pair_raw,default_threshold,default_flag,tuned_threshold,tuned_flag,test_precision,test_recall,n_test,n_test_insiders,reached_target
retrained_xgb_insider_0ir,retrained_xgb_insider_0ir,xgb,30,prob,0.3101104989930626,0.6106691956520081,0.15,True,0.057062343437807715,True,0.3333333333333333,1.0,105.0,15.0,True
cb_insider_30feat_v2,cb 30feat v2,cb,30,prob,0.3001239622279156,0.5888023614073078,0.3,True,0.28333321169437814,True,0.875,1.0,245.0,35.0,True
retrained_xgb_insider_meta10_v6,retrained_xgb_insider_meta10_v6,xgb,10,prob,0.1954562942127465,0.45912206172943115,0.15,True,0.060269289036559266,True,0.5230769230769231,0.9714285714285714,245.0,35.0,True
lgbm_insider_30feat,lgbm 30feat,lgbm,30,prob,0.9939778419289885,0.9939778419289885,0.5,True,,,,,,,
xgb_insider_50feat,xgb 50feat,xgb,50,prob,0.9761345982551575,0.9761345982551575,0.5,True,,,,,,,
lr_insider_30feat,logreg 30feat,lr,30,prob,0.8743231935437816,0.8743231935437816,0.5,True,,,,,,,
retrained_rf_insider_meta_v5,retrained_rf_insider_meta_v5,rf,20,prob,0.733166340643289,0.733166340643289,0.5,True,0.8050314901084861,False,0.7906976744186046,0.9714285714285714,245.0,35.0,True
xgb_insider_25ir,xgb 25ir-hidden (30f),xgb,30,prob,0.43288918752718064,0.7334083318710327,0.15,True,0.5190074686554444,False,0.8461538461538461,0.9705882352941176,235.0,34.0,True
rf_insider_meta_v3,rf 10b+17m v3,rf,27,prob,0.42333333333333334,0.42333333333333334,0.5,False,0.5066666666666667,False,0.7777777777777778,1.0,245.0,35.0,True
rf_insider_10feat_v2,rf 10feat v2,rf,10,prob,0.38,0.38,0.5,False,0.6866666666666666,False,0.8947368421052632,0.9714285714285714,245.0,35.0,True
xgb_insider_14feat,xgb 14feat,xgb,14,prob,0.36152586340904236,0.36152586340904236,0.5,False,,,,,,,
xgb_insider_meta_v5,xgb 10b+17m v5,xgb,27,prob,0.35928919894303407,0.6607251763343811,0.15,True,0.4641391656444557,False,0.7555555555555555,0.9714285714285714,245.0,35.0,True
retrained_rf_insider_meta_v3,retrained_rf_insider_meta_v3,rf,27,prob,0.2966666666666667,0.2966666666666667,0.5,False,0.6233333333333333,False,0.918918918918919,0.9714285714285714,245.0,35.0,True
xgb_insider_10feat_v2,xgb 10feat v2,xgb,10,prob,0.2949253515676776,0.518567681312561,0.5,False,0.6433743964361582,False,0.9459459459459459,1.0,245.0,35.0,True
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),cb,10,prob,0.23862151241758292,0.479221070016068,0.3,False,0.3556999036200825,False,0.9459459459459459,1.0,245.0,35.0,True
cb_insider_10feat_v2,cb 10feat v2,cb,10,prob,0.23821179751413332,0.5227189297759444,0.3,False,0.30894741323234476,False,0.9210526315789473,1.0,245.0,35.0,True
retrained_xgb_insider_25ir,retrained_xgb_insider_25ir,xgb,30,prob,0.23785625064640167,0.5694752335548401,0.15,True,0.42393381555246984,False,0.825,0.9705882352941176,235.0,34.0,True
retrained_xgb_insider_meta_v5,retrained_xgb_insider_meta_v5,xgb,27,prob,0.17115797036910452,0.4225602149963379,0.15,True,0.3535444096407323,False,0.8333333333333334,1.0,245.0,35.0,True
iso_insider_30feat,isoforest 30feat,iso,30,neg_anomaly,-0.0025432502198925455,0.0025432502198925455,,False,,,,,,,
