tag,label,algo,nf,kind,pair_score,pair_raw,default_threshold,default_flag,tuned_threshold,tuned_flag,test_precision,test_recall,n_test,n_test_insiders,reached_target
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),xgb,20,prob,0.815971942980902,0.9146523475646973,0.15,True,0.5570328844027443,True,0.3157894736842105,1.0,42.0,6.0,True
rf_insider_meta_v5,rf 10b+10m v5 (tuned),rf,20,prob,0.7745765071914628,0.7745765071914628,0.5,True,0.5532708599165056,True,0.7291666666666666,1.0,245.0,35.0,True
retrained_rf_insider_25ir,retrained_rf_insider_25ir,rf,20,prob,0.7065054546036715,0.7065054546036715,0.5,True,0.6299768381222415,True,0.8048780487804879,0.9705882352941176,235.0,34.0,True
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),xgb,20,prob,0.6159576775624765,0.7341665029525757,0.15,True,0.037590307434858555,True,0.2857142857142857,1.0,20.0,4.0,True
rf_insider_0ir,rf 0ir-hidden (20f),rf,20,prob,0.5617063492063492,0.5617063492063492,0.5,True,0.10619841269841271,True,0.3191489361702128,1.0,105.0,15.0,True
rf_insider_25ir,rf 25ir-hidden (20f),rf,20,prob,0.5604613365936896,0.5604613365936896,0.5,True,0.3456836178384165,True,0.673469387755102,0.9705882352941176,235.0,34.0,True
xgb_insider_meta_v7,xgb 20b+10m v7,xgb,30,prob,0.5079980463088716,0.8053203225135803,0.15,True,0.11781555554792594,True,0.7727272727272727,0.9714285714285714,245.0,35.0,True
rf_insider_meta_v4,rf 10b+17m v4 (axiom),rf,27,prob,0.49333333333333335,0.49333333333333335,0.5,False,0.25333333333333335,True,0.4375,1.0,49.0,7.0,True
xgb_insider_meta10_v6,xgb meta-only v6,xgb,10,prob,0.48455202787221335,0.8849070072174072,0.15,True,0.07371700674670265,True,0.5483870967741935,0.9714285714285714,245.0,35.0,True
retrained_rf_insider_0ir,retrained_rf_insider_0ir,rf,20,prob,0.46956654792347174,0.46956654792347174,0.5,False,0.12686061022701514,True,0.3409090909090909,1.0,105.0,15.0,True
xgb_insider_30feat_v2,xgb 30feat v2,xgb,30,prob,0.46873605000500046,0.7827506065368652,0.5,False,0.24539893559299636,True,0.875,1.0,245.0,35.0,True
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),xgb,20,prob,0.4227051258949467,0.5950608849525452,0.15,True,0.10254612152144237,True,0.3684210526315789,1.0,49.0,7.0,True
xgb_insider_20feat_v2,xgb 20feat v2,xgb,20,prob,0.41911346492297835,0.6892401576042175,0.15,True,0.14899093724267234,True,0.9459459459459459,1.0,245.0,35.0,True
retrained_xgb_insider_meta_v7,retrained_xgb_insider_meta_v7,xgb,30,prob,0.3848034399591565,0.6892076730728149,0.15,True,0.26391361326968754,True,0.7555555555555555,0.9714285714285714,245.0,35.0,True
xgb_insider_0ir,xgb 0ir-hidden (30f),xgb,30,prob,0.3748788424533963,0.6745502948760986,0.15,True,0.05176425245510126,True,0.26785714285714285,1.0,105.0,15.0,True
retrained_rf_insider_meta_v4,retrained_rf_insider_meta_v4,rf,27,prob,0.37333333333333335,0.37333333333333335,0.5,False,0.20333333333333334,True,0.35,1.0,49.0,7.0,True
