tag,label,rank,feature,value,contribution,explain_method
lr_insider_30feat,logreg 30feat,3,realized_pnl_total,41485.030451490005,0.1954092013450102,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,4,time_to_major_move_pct_of_market,0.033365075040706196,-0.16802930693069748,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,5,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.11156967547879265,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,6,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.10358298090547727,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,7,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.0796829802817676,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,8,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.0692405482274545,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,9,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.06876826914176007,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,10,high_sell_nonflattening_cash_frac_pctl90,0.0,0.05487328035641707,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,11,active_day_frac,0.23076923076923078,-0.05376106007207943,"linear (coef*x, log-odds)"
lr_insider_30feat,logreg 30feat,12,realized_edge_grosswt,0.3749093430790829,-0.04669006342328164,"linear (coef*x, log-odds)"
rf_insider_10feat_v2,rf 10feat v2,1,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.06291758636691133,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,2,realized_pnl_per_closing_trade,5185.628806436251,0.03855717326422963,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,3,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,-0.027259417363211833,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,4,adaptive_markout_raw_grosswt_h0p200,0.15932166104931939,-0.020758196245856515,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,5,adaptive_markout_raw_grosswt_h0p010,0.15939508623053217,-0.018530588651280613,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,6,unrealized_edge_per_open_token,0.1595924515412346,-0.018122196813890278,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,7,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.015888786862077557,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,8,adaptive_markout_raw_grosswt_h0p150,0.15934613610972365,-0.012349748706677207,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,9,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,0.007648013644090698,shap (TreeExplainer)
rf_insider_10feat_v2,rf 10feat v2,10,high_sell_nonflattening_cash_frac_pctl90,0.0,-0.0023885638554568714,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),1,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.26118110564511604,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),2,realized_pnl_per_closing_trade,5185.628806436251,0.25129756555765376,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),3,adaptive_markout_raw_grosswt_h0p150,0.15934613610972365,0.2431181153417774,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),4,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.1896161735197711,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),5,adaptive_markout_raw_grosswt_h0p010,0.15939508623053217,0.15851246694145965,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),6,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,0.1292656450542993,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),7,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,0.08953812217624173,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),8,unrealized_edge_per_open_token,0.1595924515412346,0.050961499971712704,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),9,adaptive_markout_raw_grosswt_h0p200,0.15932166104931939,-0.023543363504869297,shap (TreeExplainer)
cb_insider_10feat_v2_d2,cb 10feat v2 (d2),10,high_sell_nonflattening_cash_frac_pctl90,0.0,0.004557325853590267,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,1,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.3217814819895907,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,2,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.27743643788934275,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,3,adaptive_markout_raw_grosswt_h0p200,0.15932166104931939,0.202169897962405,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,4,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,0.14177221534195575,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,5,adaptive_markout_raw_grosswt_h0p010,0.15939508623053217,0.10570481188633477,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,6,adaptive_markout_raw_grosswt_h0p150,0.15934613610972365,0.05536674093084212,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,7,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,-0.05063786088304804,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,8,realized_pnl_per_closing_trade,5185.628806436251,0.02423103108928804,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,9,high_sell_nonflattening_cash_frac_pctl90,0.0,0.02153711116798666,shap (TreeExplainer)
cb_insider_10feat_v2,cb 10feat v2,10,unrealized_edge_per_open_token,0.1595924515412346,0.005226214172175121,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,1,time_to_major_move_pct_of_market,0.033365075040706196,-0.9187430739402771,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,2,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.23224963247776031,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,3,realized_pnl_total,41485.030451490005,0.18050064146518707,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,4,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.13551364839076996,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,5,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.13335180282592773,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,6,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.09794973582029343,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,7,major_move_time_remaining_pct,0.07268341763133024,-0.0942964255809784,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,8,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,0.08860313892364502,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,9,realized_pnl_per_closing_trade,5185.628806436251,0.08037543296813965,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,10,active_day_frac,0.23076923076923078,-0.06007469445466995,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,11,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.05808885395526886,shap (TreeExplainer)
xgb_insider_30feat_v2,xgb 30feat v2,12,n_low_buy_building_trades,89.0,0.058059725910425186,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,1,time_to_major_move_pct_of_market,0.033365075040706196,-0.7597822336683029,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,2,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.17899443113192096,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,3,adaptive_markout_raw_grosswt_h0p150,0.15934613610972365,0.17816593843349993,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,4,active_day_frac,0.23076923076923078,-0.17317925656416763,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,5,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.16246834596104345,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,6,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.1522290071615054,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,7,realized_edge_grosswt,0.3749093430790829,0.13994685664238032,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,8,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,0.13832557590050196,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,9,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.12596022574570664,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,10,realized_pnl_total,41485.030451490005,0.10645782681841386,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,11,sell_markout_adj_median_h0p030_lb0p070,,0.10220736933321471,shap (TreeExplainer)
cb_insider_30feat_v2,cb 30feat v2,12,realized_win_rate_closing_trades,1.0,-0.08972936926068976,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,1,time_to_major_move_pct_of_market,0.033365075040706196,-1.0467642545700073,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,2,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.3042730987071991,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,3,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.19598311185836792,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,4,realized_pnl_per_closing_trade,5185.628806436251,0.19190248847007751,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,5,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,0.17591260373592377,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,6,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,0.12700223922729492,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,7,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.11563566327095032,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,8,major_move_time_remaining_pct,0.07268341763133024,-0.10030972957611084,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,9,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.08576666563749313,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,10,unrealized_edge_per_open_token,0.1595924515412346,0.04481083154678345,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,11,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.013859513215720654,shap (TreeExplainer)
xgb_insider_20feat_v2,xgb 20feat v2,12,buy_markout_adj_mean_h0p200_lb0p200,7.312842576272982,0.010347701609134674,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),1,time_to_major_move_pct_of_market,0.033365075040706196,-2.7360382080078125,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),2,major_move_time_remaining_pct,0.07268341763133024,-0.8062537908554077,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),3,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.5251823663711548,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),4,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.4859923720359802,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),5,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,-0.4814799427986145,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),6,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.2891969680786133,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),7,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.22480365633964539,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),8,buy_markout_adj_mean_h0p200_lb0p200,7.312842576272982,-0.189264714717865,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),9,realized_pnl_per_closing_trade,5185.628806436251,0.13396616280078888,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),10,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.10799763351678848,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),11,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,-0.10216604173183441,shap (TreeExplainer)
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),12,sell_markout_adj_median_h0p150_lb0p010,,0.05919204279780388,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),1,time_to_major_move_pct_of_market,0.033365075040706196,-2.0820577144622803,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),2,major_move_time_remaining_pct,0.07268341763133024,-0.7294718623161316,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),3,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.3835119605064392,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),4,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.3746173083782196,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),5,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.2669946849346161,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),6,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,-0.16431890428066254,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),7,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.1255933791399002,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),8,realized_pnl_per_closing_trade,5185.628806436251,0.1229710802435875,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),9,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.11775302141904831,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),10,buy_markout_adj_mean_h0p200_lb0p030,7.317772587887713,-0.11220206320285797,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),11,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,-0.06115616112947464,shap (TreeExplainer)
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),12,adaptive_markout_raw_grosswt_h0p010,0.15939508623053217,-0.05846482515335083,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),1,time_to_major_move_pct_of_market,0.033365075040706196,-1.8434619903564453,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),2,major_move_time_remaining_pct,0.07268341763133024,-0.7781679034233093,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),3,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.5641840100288391,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),4,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.30964726209640503,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),5,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.29449936747550964,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),6,realized_pnl_per_closing_trade,5185.628806436251,0.24508963525295258,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),7,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,-0.24084167182445526,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),8,adaptive_markout_raw_grosswt_h0p070,0.15939508623053217,-0.17654253542423248,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),9,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.1239328384399414,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),10,adaptive_markout_raw_grosswt_h0p150,0.15934613610972365,0.09905881434679031,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),11,buy_markout_adj_mean_h0p200_lb0p200,7.312842576272982,0.052551329135894775,shap (TreeExplainer)
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),12,adaptive_markout_raw_grosswt_h0p010,0.15939508623053217,-0.03835511952638626,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,1,time_to_major_move_pct_of_market,0.033365075040706196,-4.199615478515625,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,2,major_move_time_remaining_pct,0.07268341763133024,-0.6849916577339172,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,3,n_low_buy_building_trades,89.0,0.4887661635875702,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,4,low_buy_building_cash_frac,1.0,0.48151347041130066,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,5,buy_markout_adj_grosswt_h0p070_lb0p150,0.8041963465143134,-0.4095577001571655,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,6,buy_markout_adj_grosswt_h0p030_lb0p010,-0.08221828218324058,-0.319654643535614,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,7,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.26487964391708374,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,8,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.2583322525024414,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,9,buy_markout_adj_grosswt_h0p010_lb0p030,0.004125394699422269,-0.25495845079421997,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,10,derisk_0p75_time_position_mean,0.671964474117575,-0.23746423423290253,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,11,net_tokens,19130.911061,-0.22636549174785614,shap (TreeExplainer)
xgb_insider_50feat,xgb 50feat,12,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.20219650864601135,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,1,time_to_major_move_pct_of_market,0.033365075040706196,-2.5399075104151043,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,2,n_low_buy_building_trades,89.0,1.4258928857048532,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,3,unrealized_edge_per_open_token_sqrt,1.3126286617580254,0.7839946436172283,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,4,realized_pnl_total,41485.030451490005,0.5022640036555887,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,5,adaptive_plus_realized_alpha0p25_h0p030,0.2531224220003029,0.40759709367772257,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,6,major_move_time_remaining_pct,0.07268341763133024,-0.38511453500221,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,7,realized_edge_grosswt,0.3749093430790829,0.37450445795593934,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,8,realized_pnl_per_closing_trade,5185.628806436251,0.3515070126515196,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,9,derisk_0p75_time_position_mean,0.671964474117575,-0.30541760444119037,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,10,adaptive_plus_realized_alpha0p5_h0p070,0.34684975777007365,0.2765999021272627,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,11,buy_markout_adj_grosswt_h0p030_lb0p200,-0.08373586007681719,-0.24252452841579833,shap (TreeExplainer)
lgbm_insider_30feat,lgbm 30feat,12,unrealized_edge_per_open_token,0.1595924515412346,0.20529777083991851,shap (TreeExplainer)
